Country,CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
United Kingdom,13615.0,319,8,5099.88,2,4,5,245,Regular Customers
United Kingdom,15137.0,521,2,525.64,1,2,3,123,Regular Customers
United Kingdom,17905.0,157,12,873.49,3,5,4,354,Premium Customers
United Kingdom,15861.0,12,11,3875.06,5,5,5,555,Premium Customers
United Kingdom,15192.0,120,5,1181.41,3,4,4,344,Premium Customers
United Kingdom,14469.0,416,4,1556.0,1,3,4,134,Regular Customers
United Kingdom,15487.0,680,1,231.32,1,1,2,112,Regular Customers
United Kingdom,13480.0,417,2,521.4,1,2,3,123,Regular Customers
United Kingdom,13583.0,156,2,1322.151,3,2,4,324,Premium Customers
United Kingdom,14249.0,411,12,3761.761,1,5,5,155,Regular Customers
United Kingdom,16673.0,679,1,151.23000000000002,1,2,1,121,Regular Customers
United Kingdom,16390.0,537,3,328.90000000000003,1,3,2,132,Regular Customers
United Kingdom,14068.0,320,4,1312.87,2,3,4,234,Regular Customers
United Kingdom,15943.0,650,2,271.29,1,2,2,122,Regular Customers
United Kingdom,16923.0,12,29,10587.25,5,5,5,555,New Customers
United Kingdom,16955.0,185,6,677.72,3,4,3,343,Premium Customers
United Kingdom,15013.0,488,10,1341.12,1,5,4,154,Regular Customers
United Kingdom,15588.0,678,1,192.0,1,1,1,111,Regular Customers
United Kingdom,17137.0,416,6,1075.96,1,4,4,144,Regular Customers
United Kingdom,14481.0,165,5,1816.93,3,4,4,344,Premium Customers
United Kingdom,16014.0,38,5,963.73,4,4,4,444,Premium Customers
United Kingdom,14820.0,21,9,1014.49,4,5,4,454,Premium Customers
United Kingdom,15385.0,40,3,243.26,4,3,2,432,Premium Customers
Sweden,12483.0,17,16,2882.44,5,5,5,555,Premium Customers
United Kingdom,13443.0,449,5,951.17,1,4,4,144,Regular Customers
United Kingdom,13392.0,677,1,91.14,1,1,1,111,Regular Customers
United Kingdom,14306.0,51,3,817.04,4,3,3,433,Premium Customers
United Kingdom,13897.0,50,3,1104.93,4,3,4,434,Premium Customers
United Kingdom,15338.0,677,1,257.23,1,1,2,112,Regular Customers
United Kingdom,18212.0,326,2,357.27000000000004,2,3,2,232,Regular Customers
United Kingdom,16655.0,18,13,4683.77,5,5,5,555,Premium Customers
Germany,12668.0,12,9,8611.42,5,5,5,555,New Customers
United Kingdom,17107.0,33,10,11493.49,4,5,5,455,New Customers
United Kingdom,17176.0,202,3,513.12,2,3,3,233,Premium Customers
United Kingdom,13478.0,469,5,1876.27,1,4,4,144,Regular Customers
United Kingdom,14637.0,677,1,106.68,1,1,1,111,Regular Customers
United Kingdom,15317.0,677,1,129.75,1,1,1,111,Regular Customers
United Kingdom,15022.0,12,4,855.52,5,3,4,534,Premium Customers
United Kingdom,14370.0,488,5,543.83,1,4,3,143,Regular Customers
Japan,12810.0,535,2,474.99,1,2,3,123,Regular Customers
United Kingdom,14047.0,9,13,2466.8,5,5,5,555,Premium Customers
Portugal,12800.0,470,2,500.25,1,2,3,123,Regular Customers
Germany,12711.0,612,2,1107.45,1,2,4,124,Regular Customers
United Kingdom,15416.0,65,6,3484.83,3,4,5,345,Premium Customers
United Kingdom,17365.0,13,14,6565.09,5,5,5,555,New Customers
United Kingdom,13511.0,677,1,236.81,1,1,2,112,Regular Customers
United Kingdom,16415.0,44,3,650.56,4,3,3,433,Premium Customers
United Kingdom,14821.0,367,7,1009.55,2,4,4,244,Regular Customers
United Kingdom,13156.0,385,3,1375.9,2,3,4,234,Regular Customers
United Kingdom,17361.0,49,5,814.44,4,4,3,443,Premium Customers
United Kingdom,13628.0,676,1,218.34,1,1,2,112,Regular Customers
Malta,15480.0,116,3,2679.81,3,3,5,335,Premium Customers
United Kingdom,17350.0,8,7,1410.031,5,4,4,544,Premium Customers
United Kingdom,15369.0,492,3,708.8,1,3,3,133,Regular Customers
United Kingdom,15564.0,463,2,70.74000000000001,1,2,1,121,Regular Customers
United Kingdom,15803.0,51,4,1436.54,4,4,4,444,Premium Customers
United Kingdom,13584.0,307,3,277.05,2,3,2,232,Regular Customers
United Kingdom,17146.0,263,12,4057.47,2,5,5,255,Premium Customers
United Kingdom,13916.0,464,4,960.56,1,3,4,134,Regular Customers
United Kingdom,15279.0,355,5,1237.43,2,4,4,244,Regular Customers
United Kingdom,18175.0,676,1,150.6,1,2,1,121,Regular Customers
United Kingdom,17163.0,22,4,678.78,4,4,3,443,Premium Customers
United Kingdom,16300.0,430,3,1250.72,1,3,4,134,Regular Customers
United Kingdom,12848.0,676,1,154.3,1,1,1,111,Regular Customers
United Kingdom,13538.0,43,9,2008.23,4,5,5,455,Premium Customers
United Kingdom,13975.0,31,12,4900.79,4,5,5,455,Premium Customers
United Kingdom,17092.0,50,10,4933.5,4,5,5,455,Premium Customers
United Kingdom,16067.0,563,3,2408.9100000000003,1,3,5,135,Regular Customers
Netherlands,12805.0,382,4,999.55,2,3,4,234,Regular Customers
United Kingdom,15321.0,71,12,5547.17,3,5,5,355,Premium Customers
United Kingdom,15091.0,68,3,914.01,3,3,4,334,Premium Customers
United Kingdom,13553.0,675,1,394.25,1,1,2,112,Regular Customers
United Kingdom,16928.0,80,26,2412.99,3,5,5,355,New Customers
United Kingdom,13757.0,675,1,42.55,1,1,1,111,Regular Customers
United Kingdom,17311.0,78,6,1630.85,3,4,4,344,Premium Customers
United Kingdom,16840.0,603,2,122.85,1,3,1,131,Regular Customers
United Kingdom,16081.0,56,8,3530.9,4,5,5,455,Premium Customers
United Kingdom,14399.0,394,8,1419.66,2,4,4,244,Regular Customers
RSA,12396.0,674,1,883.58,1,1,4,114,Regular Customers
United Kingdom,15448.0,313,2,636.49,2,2,3,223,Regular Customers
United Kingdom,18101.0,11,5,529.41,5,4,3,543,Premium Customers
United Kingdom,13619.0,545,2,172.49,1,2,1,121,Regular Customers
United Kingdom,16834.0,228,2,817.36,2,3,3,233,Premium Customers
United Kingdom,17690.0,30,20,4837.08,4,5,5,455,New Customers
United Kingdom,12840.0,144,7,3723.51,3,4,5,345,Premium Customers
United Kingdom,14545.0,674,1,349.25,1,1,2,112,Regular Customers
United Kingdom,15023.0,3,19,7770.14,5,5,5,555,New Customers
United Kingdom,14038.0,78,5,2769.18,3,4,5,345,Premium Customers
United Kingdom,15591.0,583,3,170.20000000000002,1,3,1,131,Regular Customers
United Kingdom,14497.0,309,2,524.3100000000001,2,2,3,223,Regular Customers
United Kingdom,15732.0,212,10,1456.76,2,5,4,254,Premium Customers
United Kingdom,13107.0,44,9,2941.51,4,5,5,455,Premium Customers
United Kingdom,14607.0,19,9,3254.16,5,5,5,555,Premium Customers
Austria,12373.0,311,3,833.1500000000001,2,3,3,233,Regular Customers
United Kingdom,16583.0,374,2,297.95,2,3,2,232,Regular Customers
United Kingdom,16383.0,75,7,2381.42,3,4,5,345,Premium Customers
United Kingdom,16412.0,54,5,549.19,4,4,3,443,Premium Customers
United Kingdom,15167.0,321,5,1113.52,2,4,4,244,Regular Customers
United Kingdom,17138.0,276,7,3621.7,2,4,5,245,Premium Customers
United Kingdom,16986.0,30,9,2275.7,4,5,5,455,Premium Customers
Germany,12500.0,50,14,1567.38,4,5,4,454,Premium Customers
United Kingdom,17309.0,95,3,262.24,3,3,2,332,Premium Customers
United Kingdom,16266.0,74,12,1102.1,3,5,4,354,Premium Customers
United Kingdom,15365.0,26,12,3852.78,4,5,5,455,Premium Customers
United Kingdom,17328.0,673,1,29.700000000000003,1,2,1,121,Regular Customers
United Kingdom,15810.0,79,8,2693.49,3,5,5,355,Premium Customers
United Kingdom,13874.0,358,7,1125.45,2,4,4,244,Regular Customers
United Kingdom,18267.0,673,1,269.37,1,2,2,122,Regular Customers
United Kingdom,12853.0,135,10,2546.4,3,5,5,355,Premium Customers
United Kingdom,16147.0,134,5,2010.42,3,4,5,345,Premium Customers
United Kingdom,13658.0,10,9,4480.6,5,5,5,555,Premium Customers
United Kingdom,16704.0,618,2,559.36,1,3,3,133,Regular Customers
United Kingdom,15784.0,468,2,631.58,1,2,3,123,Regular Customers
United Kingdom,14682.0,429,4,1269.33,1,3,4,134,Regular Customers
United Kingdom,15660.0,25,14,2338.16,4,5,5,455,Premium Customers
United Kingdom,13700.0,26,13,2117.7,4,5,5,455,Premium Customers
United Kingdom,16714.0,317,2,1147.83,2,3,4,234,Regular Customers
United Kingdom,15580.0,377,8,1138.09,2,5,4,254,Regular Customers
United Kingdom,15422.0,323,7,1178.07,2,4,4,244,Regular Customers
United Kingdom,15584.0,24,6,975.55,4,4,4,444,Premium Customers
United Kingdom,16788.0,123,5,1863.73,3,4,4,344,Premium Customers
United Kingdom,16225.0,45,15,2588.1600000000003,4,5,5,455,Premium Customers
Belgium,12402.0,323,6,1124.15,2,4,4,244,Regular Customers
United Kingdom,14562.0,4,26,5543.900000000001,5,5,5,555,New Customers
United Kingdom,17550.0,197,9,1622.71,2,5,4,254,Premium Customers
United Kingdom,16082.0,670,1,66.85,1,1,1,111,Regular Customers
United Kingdom,16212.0,19,4,1092.41,5,4,4,544,Premium Customers
United Kingdom,17342.0,380,4,678.1500000000001,2,4,3,243,Regular Customers
United Kingdom,17504.0,206,18,5623.58,2,5,5,255,New Customers
United Kingdom,14227.0,26,14,5606.57,4,5,5,455,Premium Customers
United Kingdom,13497.0,283,6,1141.33,2,4,4,244,Regular Customers
United Kingdom,16161.0,2,43,11073.12,5,5,5,555,New Customers
United Kingdom,13870.0,2,15,3558.82,5,5,5,555,Premium Customers
United Kingdom,16246.0,460,2,712.75,1,2,3,123,Regular Customers
United Kingdom,13417.0,5,6,1287.34,5,4,4,544,Premium Customers
United Kingdom,13304.0,351,4,1011.92,2,3,4,234,Regular Customers
United Kingdom,13834.0,577,2,178.5,1,2,1,121,Regular Customers
United Kingdom,14884.0,669,1,120.6,1,1,1,111,Regular Customers
United Kingdom,18070.0,669,1,314.1,1,2,2,122,Regular Customers
United Kingdom,16078.0,284,2,357.95000000000005,2,2,2,222,Regular Customers
United Kingdom,15339.0,66,6,1356.71,3,4,4,344,Premium Customers
United Kingdom,16781.0,372,2,438.55,2,3,3,233,Regular Customers
United Kingdom,17514.0,128,2,505.0,3,3,3,333,Premium Customers
United Kingdom,17294.0,669,2,296.16,1,3,2,132,Regular Customers
United Kingdom,17647.0,65,3,191.01,3,3,1,331,Premium Customers
Germany,12524.0,9,12,2706.76,5,5,5,555,Premium Customers
Germany,12665.0,325,3,259.6,2,3,2,232,Regular Customers
United Kingdom,17319.0,669,1,29.1,1,2,1,121,Regular Customers
United Kingdom,17774.0,97,9,2595.87,3,5,5,355,Premium Customers
United Kingdom,15892.0,669,1,94.75,1,1,1,111,Regular Customers
United Kingdom,13119.0,669,1,134.9,1,1,1,111,Regular Customers
Austria,12370.0,51,7,3073.58,4,4,5,445,Premium Customers
United Kingdom,13131.0,23,7,2089.27,4,4,5,445,Premium Customers
United Kingdom,17577.0,645,2,348.75,1,3,2,132,Regular Customers
United Kingdom,15082.0,669,1,93.35,1,1,1,111,Regular Customers
Germany,12645.0,34,8,2966.9,4,4,5,445,Premium Customers
United Kingdom,17083.0,109,9,2517.28,3,5,5,355,Premium Customers
Germany,12621.0,2,34,12166.43,5,5,5,555,New Customers
United Kingdom,13293.0,392,6,1003.19,2,4,4,244,Regular Customers
United Kingdom,16344.0,158,4,826.52,3,4,3,343,Premium Customers
United Kingdom,17731.0,79,6,1292.24,3,4,4,344,Premium Customers
United Kingdom,13976.0,207,4,909.84,2,3,4,234,Premium Customers
United Kingdom,13242.0,112,7,699.4,3,4,3,343,Premium Customers
United Kingdom,16419.0,113,8,785.3,3,5,3,353,Premium Customers
United Kingdom,13985.0,4,22,9426.26,5,5,5,555,New Customers
United Kingdom,16873.0,5,12,10439.86,5,5,5,555,New Customers
Germany,12663.0,625,2,106.2,1,2,1,121,Regular Customers
United Kingdom,16530.0,668,1,38.4,1,1,1,111,Regular Customers
United Kingdom,13092.0,71,12,1406.61,3,5,4,354,Premium Customers
United Kingdom,12932.0,539,8,1271.78,1,4,4,144,Regular Customers
United Kingdom,18058.0,10,3,171.66,5,3,1,531,Premium Customers
United Kingdom,15176.0,668,1,891.14,1,1,4,114,Regular Customers
United Kingdom,13164.0,569,2,87.4,1,2,1,121,Regular Customers
Portugal,12776.0,668,1,27.5,1,1,1,111,Regular Customers
United Kingdom,17201.0,54,4,862.1,4,4,4,444,Premium Customers
United Kingdom,17575.0,667,1,20.4,1,2,1,121,Regular Customers
Germany,12474.0,17,29,10118.74,5,5,5,555,New Customers
United Kingdom,16577.0,667,1,329.0,1,1,2,112,Regular Customers
France,12670.0,10,7,2474.11,5,4,5,545,Premium Customers
United Kingdom,15765.0,667,1,298.38,1,1,2,112,Regular Customers
France,12567.0,23,15,8366.93,4,5,5,455,New Customers
United Kingdom,14115.0,502,2,322.07,1,2,2,122,Regular Customers
United Kingdom,14072.0,667,1,237.15,1,1,2,112,Regular Customers
United Kingdom,16992.0,11,13,3853.05,5,5,5,555,Premium Customers
United Kingdom,14301.0,117,4,752.59,3,3,3,333,Premium Customers
United Kingdom,17685.0,17,12,3870.36,5,5,5,555,Premium Customers
France,12677.0,555,2,279.6,1,2,2,122,Regular Customers
United Kingdom,13696.0,592,2,500.2,1,2,3,123,Regular Customers
United Kingdom,15244.0,65,3,710.9300000000001,3,3,3,333,Premium Customers
United Kingdom,13551.0,319,2,205.95,2,2,2,222,Regular Customers
United Kingdom,16839.0,9,38,5096.59,5,5,5,555,New Customers
United Kingdom,15807.0,50,4,1491.58,4,4,4,444,Premium Customers
United Kingdom,16978.0,78,3,519.48,3,3,3,333,Premium Customers
United Kingdom,13291.0,156,11,2612.26,3,5,5,355,Premium Customers
United Kingdom,13199.0,8,41,4624.26,5,5,5,555,New Customers
United Kingdom,16553.0,205,20,3749.57,2,5,5,255,Premium Customers
Germany,13815.0,22,8,5344.41,4,4,5,445,Premium Customers
United Kingdom,16895.0,65,5,976.8,3,4,4,344,Premium Customers
United Kingdom,15293.0,666,1,247.5,1,1,2,112,Regular Customers
United Kingdom,15504.0,81,4,347.0,3,4,2,342,Premium Customers
France,12695.0,7,7,1000.63,5,4,4,544,Premium Customers
United Kingdom,13223.0,200,2,77.4,2,2,1,221,Premium Customers
United Kingdom,17226.0,309,3,437.82,2,3,3,233,Regular Customers
United Kingdom,17547.0,376,2,497.25,2,3,3,233,Regular Customers
United Kingdom,15278.0,562,4,343.16,1,4,2,142,Regular Customers
United Kingdom,15288.0,43,9,2918.58,4,5,5,455,Premium Customers
United Kingdom,12976.0,212,8,2381.9,2,4,5,245,Premium Customers
United Kingdom,17258.0,397,2,417.3,2,3,2,232,Regular Customers
United Kingdom,17955.0,220,3,80.6,2,3,1,231,Premium Customers
United Kingdom,15372.0,456,3,575.76,1,3,3,133,Regular Customers
United Kingdom,13446.0,430,11,2958.61,1,5,5,155,Regular Customers
United Kingdom,16608.0,454,2,995.95,1,3,4,134,Regular Customers
United Kingdom,15561.0,12,8,1127.81,5,5,4,554,Premium Customers
United Kingdom,17108.0,664,1,174.95,1,2,1,121,Regular Customers
United Kingdom,15965.0,17,11,2257.02,5,5,5,555,Premium Customers
United Kingdom,15425.0,400,4,1588.27,2,4,4,244,Regular Customers
United Kingdom,16136.0,60,4,633.44,3,4,3,343,Premium Customers
United Kingdom,13587.0,64,4,585.9,3,3,3,333,Premium Customers
United Kingdom,14970.0,68,11,3995.7,3,5,5,355,Premium Customers
United Kingdom,15272.0,57,6,1297.77,4,4,4,444,Premium Customers
United Kingdom,17285.0,628,2,240.29,1,3,2,132,Regular Customers
United Kingdom,13421.0,40,8,3347.07,4,4,5,445,Premium Customers
United Kingdom,17340.0,30,18,14270.6,4,5,5,455,New Customers
United Kingdom,16838.0,197,4,828.06,2,4,3,243,Premium Customers
United Kingdom,15964.0,663,1,269.21000000000004,1,1,2,112,Regular Customers
United Kingdom,14909.0,437,3,1202.93,1,3,4,134,Regular Customers
United Kingdom,18179.0,9,6,1520.62,5,4,4,544,Premium Customers
United Kingdom,14943.0,663,1,107.62,1,1,1,111,Regular Customers
Germany,12426.0,195,2,1104.76,2,2,4,224,Premium Customers
Cyprus,12391.0,22,5,1890.66,4,4,4,444,Premium Customers
Belgium,12380.0,22,8,5233.07,4,4,5,445,Premium Customers
United Kingdom,16330.0,18,7,478.68,5,4,3,543,Premium Customers
United Kingdom,17136.0,662,1,176.0,1,2,1,121,Regular Customers
United Kingdom,15371.0,662,1,59.400000000000006,1,1,1,111,Regular Customers
United Kingdom,16544.0,520,4,235.1,1,4,2,142,Regular Customers
United Kingdom,16860.0,453,3,745.32,1,3,3,133,Regular Customers
United Kingdom,17241.0,385,12,2119.04,2,5,5,255,Regular Customers
United Kingdom,17442.0,37,14,4173.16,4,5,5,455,Premium Customers
United Kingdom,17644.0,1,20,5048.28,5,5,5,555,New Customers
United Kingdom,15323.0,563,3,373.75,1,3,2,132,Regular Customers
United Kingdom,13802.0,139,19,7099.4800000000005,3,5,5,355,New Customers
United Kingdom,14369.0,642,2,433.33,1,2,3,123,Regular Customers
United Kingdom,16359.0,7,14,1088.79,5,5,4,554,Premium Customers
United Kingdom,14989.0,662,1,277.1,1,1,2,112,Regular Customers
United Kingdom,16584.0,80,5,1571.0600000000002,3,4,4,344,Premium Customers
United Kingdom,13407.0,599,2,1685.54,1,2,4,124,Regular Customers
United Kingdom,17171.0,289,2,296.69,2,3,2,232,Regular Customers
United Kingdom,14639.0,52,9,3813.14,4,5,5,455,Premium Customers
United Kingdom,17778.0,662,1,72.9,1,2,1,121,Regular Customers
United Kingdom,17789.0,281,2,345.9,2,3,2,232,Regular Customers
United Kingdom,15325.0,104,8,1481.16,3,5,4,354,Premium Customers
United Kingdom,12960.0,414,4,1071.07,1,3,4,134,Regular Customers
United Kingdom,13503.0,71,5,1567.74,3,4,4,344,Premium Customers
United Kingdom,12972.0,414,4,862.62,1,3,4,134,Regular Customers
United Kingdom,17931.0,134,14,2316.35,3,5,5,355,Premium Customers
United Kingdom,13842.0,59,18,3984.07,4,5,5,455,Premium Customers
United Kingdom,16911.0,636,2,245.3,1,3,2,132,Regular Customers
United Kingdom,16774.0,68,8,1379.75,3,5,4,354,Premium Customers
United Kingdom,14944.0,30,18,7019.02,4,5,5,455,New Customers
United Kingdom,13659.0,206,12,3682.28,2,5,5,255,Premium Customers
United Kingdom,18285.0,661,1,93.2,1,2,1,121,Regular Customers
United Kingdom,14244.0,661,1,245.46,1,1,2,112,Regular Customers
United Kingdom,15251.0,91,15,2924.16,3,5,5,355,Premium Customers
United Kingdom,17560.0,155,7,713.72,3,4,3,343,Premium Customers
United Kingdom,13613.0,453,5,957.3,1,4,4,144,Regular Customers
United Kingdom,14276.0,99,7,1993.63,3,4,5,345,Premium Customers
United Kingdom,17426.0,8,13,6396.74,5,5,5,555,New Customers
United Kingdom,14584.0,169,8,1502.21,3,5,4,354,Premium Customers
United Kingdom,16447.0,136,3,559.0500000000001,3,3,3,333,Premium Customers
United Kingdom,16938.0,9,9,5346.72,5,5,5,555,Premium Customers
United Kingdom,18218.0,211,4,575.96,2,4,3,243,Premium Customers
United Kingdom,14322.0,429,4,309.7,1,3,2,132,Regular Customers
United Kingdom,14890.0,254,3,785.45,2,3,3,233,Premium Customers
United Kingdom,13773.0,397,2,301.54,2,2,2,222,Regular Customers
United Kingdom,13020.0,563,2,584.96,1,2,3,123,Regular Customers
United Kingdom,12993.0,23,8,1183.51,4,4,4,444,Premium Customers
United Kingdom,13431.0,67,8,2076.1,3,4,5,345,Premium Customers
United Kingdom,12898.0,660,1,109.57,1,1,1,111,Regular Customers
United Kingdom,16170.0,51,20,6005.54,4,5,5,455,New Customers
United Kingdom,13579.0,15,5,1077.42,5,4,4,544,Premium Customers
United Kingdom,14152.0,75,7,1851.9,3,4,4,344,Premium Customers
United Kingdom,18178.0,129,11,5528.02,3,5,5,355,Premium Customers
United Kingdom,17763.0,263,4,76.2,2,4,1,241,Premium Customers
United Kingdom,17721.0,659,1,307.21000000000004,1,2,2,122,Regular Customers
United Kingdom,18153.0,659,1,246.22,1,2,2,122,Regular Customers
United Kingdom,14783.0,659,1,270.14,1,1,2,112,Regular Customers
United Kingdom,18257.0,39,12,3967.1,4,5,5,455,Premium Customers
United Kingdom,18008.0,70,12,599.17,3,5,3,353,Premium Customers
United Kingdom,15306.0,64,9,2171.52,3,5,5,355,Premium Customers
United Kingdom,16487.0,577,2,170.65,1,2,1,121,Regular Customers
United Kingdom,14686.0,414,5,784.78,1,4,3,143,Regular Customers
United Kingdom,13333.0,411,3,850.35,1,3,3,133,Regular Customers
United Kingdom,13957.0,418,3,339.65,1,3,2,132,Regular Customers
United Kingdom,16574.0,71,3,1243.58,3,3,4,334,Premium Customers
United Kingdom,13604.0,659,1,263.12,1,1,2,112,Regular Customers
United Kingdom,17145.0,513,4,2483.14,1,4,5,145,Regular Customers
United Kingdom,13662.0,86,11,1693.81,3,5,4,354,Premium Customers
United Kingdom,13552.0,66,22,4454.84,3,5,5,355,New Customers
United Kingdom,13191.0,658,1,156.19,1,1,1,111,Regular Customers
United Kingdom,18283.0,4,22,2511.25,5,5,5,555,Premium Customers
Australia,12416.0,657,1,202.56,1,1,2,112,Regular Customers
